行號,名稱,縣市,問題類別,問題描述,原始值,建議修正
2,五峰活動中心,新竹縣,空值,「村里」欄位為空,,需補填
2,五峰活動中心,新竹縣,空值,「避難收容處所地址」欄位為空,,需補填
5,烏坵鄉小坵村活動中心,金門縣烏坵鄉,空值,「適用災害類別」欄位為空,,需補填
6,金門縣烏坵鄉公所大廳,金門縣烏坵鄉,空值,「適用災害類別」欄位為空,,需補填
11,東莒老人活動中心,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
12,福正風景管理處,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
13,莒光指揮部國軍文康中心,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
14,田沃老人活動中心,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
15,青帆老人活動中心,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
16,敬恆國中小禮堂,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
17,東莒國小綜合教室,連江縣莒光鄉,空值,「適用災害類別」欄位為空,,需補填
19,上大社區活動中心,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
20,武威社區活動中心,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
21,塔腳社區活動中心,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
22,廣福社區活動中心,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
23,草漯國民小學,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
24,上大國民小學,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
25,崙坪國民小學,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
26,富林國民小學,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
27,樹林國民小學,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
28,觀音區公所綠資源中心,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
29,空軍第737戰術戰鬥機聯隊,臺東縣臺東市,空值,「村里」欄位為空,,需補填
29,空軍第737戰術戰鬥機聯隊,臺東縣臺東市,空值,「適用災害類別」欄位為空,,需補填
79,介達國小 Jieda Elementary School,臺東縣金峰鄉,空值,「適用災害類別」欄位為空,,需補填
96,響林活動中心,屏東縣滿州鄉,空值,「村里」欄位為空,,需補填
127,南田基督教會,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
128,森永活動中心,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
129,南田活動中心,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
130,安朔基督教會,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
131,安朔集會所,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
132,安朔國小,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
133,達仁鄉公所禮堂,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
134,大南國民小學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
159,臺東縣立安朔國小新化分校,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
161,屏東市復興公園,屏東縣屏東市,空值,「適用災害類別」欄位為空,,需補填
177,土?天主堂,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
178,臺東縣立土?國小,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
179,達仁鄉立土?托兒所,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
192,臺東縣台?國民小學,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
193,台?活動中心,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
196,台?基督教會,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
197,啦里吧活動中心,臺東縣達仁鄉,空值,「適用災害類別」欄位為空,,需補填
226,賓茂國小 Binmao Elementary School,臺東縣金峰鄉,空值,「適用災害類別」欄位為空,,需補填
306,高雄市政府社會局無障礙之家,高雄市前鎮區,空值,「村里」欄位為空,,需補填
315,高雄市立鳳翔國民中學,高雄市鳳山區,空值,「適用災害類別」欄位為空,,需補填
336,金湯營區,高雄市鳳山區,空值,「村里」欄位為空,,需補填
337,中正營區,高雄市鳳山區,空值,「村里」欄位為空,,需補填
379,高雄市立忠孝國民中學,高雄市鳳山區,空值,「適用災害類別」欄位為空,,需補填
418,鳳山街友服務中心,高雄市鳳山區,空值,「村里」欄位為空,,需補填
586,知本金聯世紀酒店,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
597,臺東縣農會東遊季溫泉渡假村,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
598,溫泉國民小學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
599,溫泉村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
601,元新溫泉飯店,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
609,亞莊酒店,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
659,國立臺東大學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
696,東興村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
703,財團法人臺東縣私立仁愛之家,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
705,行政院國軍退除役官兵輔導委員會馬蘭榮譽國民之家,臺東縣臺東市,空值,「適用災害類別」欄位為空,,需補填
709,利嘉村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
717,太平村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
733,太平國民小學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
736,高雄市岡山區岡山國民小學,高雄市岡山區,空值,「適用災害類別」欄位為空,,需補填
740,泰安活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
745,高雄市岡山區壽天國民小學,高雄市岡山區,空值,「適用災害類別」欄位為空,,需補填
751,富源村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
759,富山村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
760,富山國民小學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
764,賓朗老人暨多功能活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
765,利吉村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
768,美農村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
772,東成國民小學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
786,初鹿國民小學,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
787,初鹿村多功能暨老人活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
995,小馬活動中心 Siao-Ma Community Center,臺東縣成功鎮,空值,「適用災害類別」欄位為空,,需補填
1045,臺南市永康區崑山里活動中心,臺南市永康區,空值,「適用災害類別」欄位為空,,需補填
1065,臺南市永康區西灣里活動中心,臺南市永康區,空值,「適用災害類別」欄位為空,,需補填
1066,臺南市永康區北灣里活動中心,臺南市永康區,空值,「適用災害類別」欄位為空,,需補填
1096,都歷活動中心 Du-Li Community Center,臺東縣成功鎮,空值,「適用災害類別」欄位為空,,需補填
1129,臺南市永康區鹽洲里活動中心,臺南市永康區,空值,「適用災害類別」欄位為空,,需補填
1130,臺南市永康區烏竹里活動中心,臺南市永康區,空值,「適用災害類別」欄位為空,,需補填
1136,高雄市甲仙區寶隆國民小學（備用）,高雄市甲仙區,空值,「適用災害類別」欄位為空,,需補填
1180,大田老人活動中心（備用）,高雄市甲仙區,空值,「適用災害類別」欄位為空,,需補填
1194,甲仙和安社區活動中心備用,高雄市甲仙區,空值,「適用災害類別」欄位為空,,需補填
1220,三民里活動中心 San-Min Community Center,臺東縣成功鎮,空值,「適用災害類別」欄位為空,,需補填
1227,三民里第2市場 San-Min Second Market,臺東縣成功鎮,空值,「適用災害類別」欄位為空,,需補填
1229,忠智里活動中心 Jhong-Jhi Community Center,臺東縣成功鎮,空值,「適用災害類別」欄位為空,,需補填
1241,關山社區活動中心,高雄市甲仙區,空值,「適用災害類別」欄位為空,,需補填
1315,小林社區活動中心備用,高雄市甲仙區,空值,「適用災害類別」欄位為空,,需補填
1491,劉厝社區活動中心,嘉義市西區,空值,「適用災害類別」欄位為空,,需補填
1614,望安鄉多功能活動中心,澎湖縣望安鄉,空值,「適用災害類別」欄位為空,,需補填
1755,太保國中[室外],嘉義縣太保市,空值,「適用災害類別」欄位為空,,需補填
1814,港坪社區活動中心,嘉義市西區,空值,「適用災害類別」欄位為空,,需補填
1824,龍山國小[室內],嘉義縣竹崎鄉,空值,「適用災害類別」欄位為空,,需補填
1827,賓朗村活動中心,臺東縣卑南鄉,空值,「適用災害類別」欄位為空,,需補填
1872,博愛國民小學,嘉義市西區,空值,「適用災害類別」欄位為空,,需補填
1876,下埤社區活動中心,嘉義市西區,空值,「適用災害類別」欄位為空,,需補填
1906,嘉新國中[室外],嘉義縣太保市,空值,「適用災害類別」欄位為空,,需補填
1931,金興村辦公處暨社區活動中心,嘉義縣民雄鄉,空值,「適用災害類別」欄位為空,,需補填
1949,嘉義縣竹崎鄉昇平村收容所暨防災物資整備所,嘉義縣竹崎鄉,空值,「適用災害類別」欄位為空,,需補填
1999,安龍宮活動中心,雲林縣口湖鄉,空值,「適用災害類別」欄位為空,,需補填
2088,口湖鄉公所,雲林縣口湖鄉,空值,「適用災害類別」欄位為空,,需補填
2162,永光老人養護中心,雲林縣古坑鄉,空值,「適用災害類別」欄位為空,,需補填
2303,雲林國中,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2307,芳草社區活動中心,雲林縣虎尾鎮,空值,「適用災害類別」欄位為空,,需補填
2322,崇修堂,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2332,正心中學,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2333,平和國小地下室,雲林縣虎尾鎮,空值,「適用災害類別」欄位為空,,需補填
2344,安慶國小地下室,雲林縣虎尾鎮,空值,「適用災害類別」欄位為空,,需補填
2346,斗六國中,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2346,斗六國中,雲林縣斗六市,空值,「適用災害類別」欄位為空,,需補填
2350,斗六公園,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2357,石榴國中,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2374,虎尾國中活動中心,雲林縣虎尾鎮,空值,「適用災害類別」欄位為空,,需補填
2375,龍潭健康公園,雲林縣斗六市,空值,「村里」欄位為空,,需補填
2438,麥寮國小活動中心,雲林縣麥寮鄉,空值,「適用災害類別」欄位為空,,需補填
2488,興中社區活動中心,雲林縣虎尾鎮,空值,「適用災害類別」欄位為空,,需補填
2505,坪林台大實驗林?作站,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2512,永興社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2549,頂崁社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2563,永豐社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2566,上安社區老人會館,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2567,上安社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2568,玉峰社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2577,水里國小禮堂,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2578,水里國中體育館,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2579,水里鄉公所,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2583,第三立體停車場三樓,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2589,中央社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2592,水里鄉農會倉庫,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2594,義民廟,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2598,憫世寶宮,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2600,成城國小會議室、105-106、201-208教室,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2611,車埕國小禮堂,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2616,車埕社區活動中心,南投縣水里鄉,空值,「適用災害類別」欄位為空,,需補填
2948,福安宮,彰化縣溪湖鎮,空值,「適用災害類別」欄位為空,,需補填
2995,南村里集會所,南投縣埔里鎮,空值,「適用災害類別」欄位為空,,需補填
3110,南豐村眉溪天主堂,南投縣仁愛鄉,空值,「適用災害類別」欄位為空,,需補填
3135,仁愛國小,南投縣仁愛鄉,空值,「適用災害類別」欄位為空,,需補填
3252,松崗活動中心,南投縣仁愛鄉,空值,「適用災害類別」欄位為空,,需補填
3538,翠華村華崗活動中心,南投縣仁愛鄉,空值,「村里」欄位為空,,需補填
3538,翠華村華崗活動中心,南投縣仁愛鄉,空值,「避難收容處所地址」欄位為空,,需補填
3660,梧南國小3樓視聽教室,臺中市梧棲區,空值,「適用災害類別」欄位為空,,需補填
3712,翁明里活動中心,臺中市豐原區,空值,「適用災害類別」欄位為空,,需補填
3756,HHH,臺中市石岡區,空值,「適用災害類別」欄位為空,,需補填
3880,榜林村辦公處收容所,金門縣金寧鄉,空值,「適用災害類別」欄位為空,,需補填
3929,四季活動中心,宜蘭縣大同鄉,空值,「村里」欄位為空,,需補填
3946,茂安活動中心,宜蘭縣大同鄉,空值,「村里」欄位為空,,需補填
3948,獅潭國小,苗栗縣獅潭鄉,空值,「適用災害類別」欄位為空,,需補填
3975,文山國小活動中心,苗栗縣苗栗市,空值,「適用災害類別」欄位為空,,需補填
4000,中和國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4021,樂水活動中心,宜蘭縣大同鄉,空值,「村里」欄位為空,,需補填
4025,龍坑國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4031,維真國中操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4033,新港國中小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4038,後龍國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4042,後龍國中操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4048,溪洲國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4063,復興活動中心,宜蘭縣大同鄉,空值,「村里」欄位為空,,需補填
4065,成功國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4084,大山國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4098,松羅活動中心,宜蘭縣大同鄉,空值,「村里」欄位為空,,需補填
4111,海寶國小操場,苗栗縣後龍鎮,空值,「適用災害類別」欄位為空,,需補填
4121,新群社區活動中心,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4123,維安社區活動中心,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4130,成功國小體育館,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4130,成功國小體育館,宜蘭縣羅東鎮,空值,「適用災害類別」欄位為空,,需補填
4138,仁德社區活動中心,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4139,漢民社區活動中心,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4140,東安社區活動中心,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4143,北成國小自強館,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4143,北成國小自強館,宜蘭縣羅東鎮,空值,「適用災害類別」欄位為空,,需補填
4145,聖安宮,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4150,羅東鎮展演廳,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4153,國華國中自強館,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4153,國華國中自強館,宜蘭縣羅東鎮,空值,「適用災害類別」欄位為空,,需補填
4156,公正國小體育館,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4156,公正國小體育館,宜蘭縣羅東鎮,空值,「適用災害類別」欄位為空,,需補填
4158,崙埤活動中心,宜蘭縣大同鄉,空值,「村里」欄位為空,,需補填
4162,羅東國中自強館,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4162,羅東國中自強館,宜蘭縣羅東鎮,空值,「適用災害類別」欄位為空,,需補填
4189,竹林國小體育館,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4216,興隆社區活動中心室內,苗栗縣頭份市,空值,「適用災害類別」欄位為空,,需補填
4226,仁愛社區活動中心,宜蘭縣羅東鎮,空值,「村里」欄位為空,,需補填
4299,三聖宮,宜蘭縣宜蘭市,空值,「村里」欄位為空,,需補填
4307,黎明國小體育館,宜蘭縣宜蘭市,空值,「村里」欄位為空,,需補填
4314,國立宜蘭高商四維堂,宜蘭縣宜蘭市,空值,「村里」欄位為空,,需補填
4337,寶山鄉綜合行政大樓,新竹縣寶山鄉,空值,「適用災害類別」欄位為空,,需補填
4339,寶山鄉老人文康中心,新竹縣寶山鄉,空值,「村里」欄位為空,,需補填
4387,新竹教育大學,新竹市東區,空值,「適用災害類別」欄位為空,,需補填
4402,建功國小,新竹市東區,空值,「適用災害類別」欄位為空,,需補填
4435,六家高中,新竹縣竹北市,空值,「適用災害類別」欄位為空,,需補填
4440,竹安里-竹安國小五育樓,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4459,中崙里-中崙社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4463,下埔里-下埔社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4465,二城里-二城社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4472,豐田國小,新竹縣竹北市,空值,「適用災害類別」欄位為空,,需補填
4474,南華國中,新竹市北區,空值,「適用災害類別」欄位為空,,需補填
4478,頂埔里-順天府池府王爺廟,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4480,金盈里-金盈社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4489,新建里-新建社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4491,金面里-協天廟,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4493,城西里-城隍廟,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4496,大坑里-協天宮,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4499,城東里-城東社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4505,拔雅里-拔雅社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4506,福成里-福成社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4507,武營里-頭城國小,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4508,陸軍裝甲第542旅,新竹縣竹北市,空值,「村里」欄位為空,,需補填
4508,陸軍裝甲第542旅,新竹縣竹北市,空值,「避難收容處所地址」欄位為空,,需補填
4508,陸軍裝甲第542旅,新竹縣竹北市,空值,「適用災害類別」欄位為空,,需補填
4534,港口里-港口社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4547,外澳里-外澳社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4575,湖口陸軍裝甲第542旅,新竹縣新豐鄉,空值,「村里」欄位為空,,需補填
4582,更新里-更新漁民活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4674,合興里-合興社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4684,直潭國小,新北市新店區,空值,「適用災害類別」欄位為空,,需補填
4693,平鎮高中,桃園市平鎮區,空值,「村里」欄位為空,,需補填
4698,大溪里-大溪社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4707,龜山里-龜山社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4756,新榮國小,桃園市平鎮區,空值,「村里」欄位為空,,需補填
4833,大里里-大里社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4877,鴻撫宮,桃園市桃園區,空值,「村里」欄位為空,,需補填
4891,指南國小,臺北市文山區,空值,「村里」欄位為空,,需補填
4907,石城里-石城社區活動中心,宜蘭縣頭城鎮,空值,「村里」欄位為空,,需補填
4913,景美女中,臺北市文山區,空值,「村里」欄位為空,,需補填
4914,延平公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4917,力行國小,臺北市文山區,空值,「村里」欄位為空,,需補填
4919,陽明公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4930,實踐國中,臺北市文山區,空值,「村里」欄位為空,,需補填
4933,實踐國小,臺北市文山區,空值,「村里」欄位為空,,需補填
4938,北政國中,臺北市文山區,空值,「村里」欄位為空,,需補填
4953,市二簡易公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4956,木柵國中,臺北市文山區,空值,「村里」欄位為空,,需補填
4958,永建國小,臺北市文山區,空值,「村里」欄位為空,,需補填
4960,龍岡公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4963,建國公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4965,龍祥公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4967,溫州公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4970,景美國小,臺北市文山區,空值,「村里」欄位為空,,需補填
4972,行政中心大禮堂,臺北市文山區,空值,「村里」欄位為空,,需補填
4981,木柵國小,臺北市文山區,空值,「村里」欄位為空,,需補填
4985,國強公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4989,民族公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
4991,景美國中,臺北市文山區,空值,「村里」欄位為空,,需補填
4995,溪口國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5002,景華公園,臺北市文山區,空值,「村里」欄位為空,,需補填
5006,木柵高工,臺北市文山區,空值,「村里」欄位為空,,需補填
5008,景興國中,臺北市文山區,空值,「村里」欄位為空,,需補填
5024,志清國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5026,興華國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5032,士東國小,臺北市士林區,空值,「適用災害類別」欄位為空,,需補填
5034,萬芳高中,臺北市文山區,空值,「村里」欄位為空,,需補填
5038,三民公園、青溪公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
5041,興德國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5046,博嘉國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5054,永康公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
5058,武功國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5065,萬福國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5066,興福國中,臺北市文山區,空值,「村里」欄位為空,,需補填
5075,辛亥國小,臺北市文山區,空值,「村里」欄位為空,,需補填
5078,保生國民小學,桃園市觀音區,空值,「適用災害類別」欄位為空,,需補填
5133,桃園縣多功能藝文園區,桃園市桃園區,空值,「村里」欄位為空,,需補填
5136,同新公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
5143,螢橋國中,臺北市中正區,空值,「村里」欄位為空,,需補填
5167,朝陽公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
5204,中正公園,桃園市桃園區,空值,「村里」欄位為空,,需補填
5207,萬華國中,臺北市萬華區,空值,「村里」欄位為空,,需補填
5212,中華區民活動中心,臺北市中正區,空值,「村里」欄位為空,,需補填
5233,台北世貿一館,基隆市中正區,空值,「適用災害類別」欄位為空,,需補填
5245,台北市世貿三館,基隆市中正區,空值,「適用災害類別」欄位為空,,需補填
5269,舊庄國小,臺北市南港區,空值,「適用災害類別」欄位為空,,需補填
5302,嘉義縣竹崎鄉灣橋村朴子埔收容所暨防災物資整備所,嘉義縣竹崎鄉,空值,「適用災害類別」欄位為空,,需補填
5315,胡適國小,臺北市南港區,空值,「村里」欄位為空,,需補填
5328,成德國中,臺北市南港區,空值,「適用災害類別」欄位為空,,需補填
5339,成德國小,臺北市南港區,空值,「村里」欄位為空,,需補填
5380,南港高中,臺北市南港區,空值,「村里」欄位為空,,需補填
5383,玉成國小,臺北市南港區,空值,「村里」欄位為空,,需補填
5383,玉成國小,臺北市南港區,空值,「適用災害類別」欄位為空,,需補填
5385,誠正國中,臺北市南港區,空值,「村里」欄位為空,,需補填
5401,東新國小,臺北市南港區,空值,「村里」欄位為空,,需補填
5403,南港高工,臺北市南港區,空值,「村里」欄位為空,,需補填
5404,南港展覽館,基隆市中正區,空值,「適用災害類別」欄位為空,,需補填
5406,介壽國中,臺北市松山區,空值,「村里」欄位為空,,需補填
5412,南港國小,臺北市南港區,空值,「村里」欄位為空,,需補填
5415,潮音國小,桃園市大園區,空值,「適用災害類別」欄位為空,,需補填
5428,潭美國小,臺北市內湖區,空值,「村里」欄位為空,,需補填
5449,中山國小,臺北市中山區,空值,「村里」欄位為空,,需補填
5450,三重區綜合運動場,新北市三重區,空值,「適用災害類別」欄位為空,,需補填
5478,南湖高中,臺北市內湖區,空值,「村里」欄位為空,,需補填
5484,東湖國小,臺北市內湖區,空值,「村里」欄位為空,,需補填
5488,新湖國小,臺北市內湖區,空值,「村里」欄位為空,,需補填
